Filename,Drug Name,Cancer Type,Number of Patients,Treatment_OS,Control_OS,OS_Improvement (%),Treatment_PFS,Control_PFS,PFS_Improvement (%),Other Outcome Measures,Brief Study Summary,Formatted Study Results
page_57.txt,Amivantamab-vmjw (Rybrevant),Non-small cell lung cancer (NSCLC) with EGFR exon 20 insertion mutations,308,Data immature,Data immature,Data immature,11.4 months,6.7 months,69.40%,"{'Adverse Reactions': ['Rash', 'Nail toxicity', 'Stomatitis', 'Infusion-related reaction', 'Fatigue', 'Edema', 'Constipation', 'Decreased appetite', 'Nausea', 'COVID-19', 'Diarrhea', 'Vomiting']}","Amivantamab-vmjw with carboplatin and pemetrexed showed a significant improvement in progression-free survival (PFS) compared to carboplatin and pemetrexed in patients with NSCLC with EGFR exon 20 insertion mutations. Overall survival (OS) data is immature, but no trend towards detriment was observed. Common adverse reactions included rash, nail toxicity, and stomatitis.","In the PAPILLON study, patients with EGFR exon 20 insertion mutations who received amivantamab-vmjw with carboplatin and pemetrexed had a statistically significant improvement in progression-free survival (PFS) compared to those who received carboplatin and pemetrexed. The median PFS was 11.4 months with the combination treatment, compared to 6.7 months with carboplatin and pemetrexed. Overall survival (OS) results were not yet mature, but no negative trend was observed. Response outcomes such as objective response rate (ORR), duration of response (DOR), complete response (CR), and partial response (PR) were not specifically mentioned in the summary provided."
page_58.txt,Osimertinib (Tagrisso),Non-small cell lung cancer (NSCLC) with EGFR exon 19 deletions or exon 21 L858R mutations,557,Data not mature,Data not mature,Data not available,"25.5 months (95% CI: 24.7, NE)","16.7 months (95% CI: 14.1, 21.3)",Approximately 52%,"{'Adverse Reactions': ['Leukopenia', 'Thrombocytopenia', 'Neutropenia', 'Lymphopenia', 'Rash', 'Diarrhea', 'Stomatitis', 'Nail toxicity', 'Dry skin', 'Increased blood creatinine']}","Osimertinib in combination with platinum-based chemotherapy showed a significant improvement in progression-free survival (PFS) compared to osimertinib monotherapy in patients with EGFR-mutated NSCLC. Overall survival (OS) data is still immature, but no negative trend was observed. Common adverse reactions included leukopenia, thrombocytopenia, and rash. Osimertinib was granted priority review and other expedited designations by the FDA.","In the FLAURA 2 study, osimertinib plus platinum-based chemotherapy showed a significant improvement in progression-free survival (PFS) compared to osimertinib monotherapy in patients with EGFR exon 19 deletion or exon 21 L858R mutation-positive la/mNSCLC. The median PFS was 25.5 months with combination therapy versus 16.7 months with monotherapy. Overall survival (OS) results were still immature, but no negative trend was observed. Response outcomes such as objective response rate (ORR), duration of response (DOR), complete response (CR), and partial response (PR) were not specifically mentioned in the summary provided."
page_59.txt,Lifileucel (Amtagvi),Unresectable or metastatic melanoma,89,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': '31.5%', 'DOR': 'Not reached'}","Lifileucel received accelerated approval for adult patients with unresectable or metastatic melanoma previously treated with specific therapies. The trial showed an objective response rate of 31.5% with a median duration of response not reached. Adverse reactions included chills, pyrexia, fatigue, and others. The prescribing information includes a Boxed Warning for severe adverse events. Lifileucel dose ranges and FDA designations for expedited review were also highlighted.","A study evaluated lifileucel in patients with unresectable or metastatic melanoma who had previously received systemic therapy. Lifileucel showed an objective response rate (ORR) of 31.5% and a median duration of response (DoR) that was not reached. Overall survival (OS) and progression-free survival (PFS) data were not provided. The study included a lymphodepleting regimen followed by lifileucel administration and IL-2 support. Adverse events included treatment-related mortality, severe cytopenia, infection, and organ impairment. The study demonstrated promising response outcomes with lifileucel in this patient population, but caution is warranted due to the potential for severe adverse events."
page_6.txt,Remestemcel-L-rknd (Ryoncil),Steroid-refractory acute graft versus host disease (SR-aGVHD),54,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR) at Day 28': '70%', 'Complete Response Rate (CR)': '30%', 'Partial Response Rate (PR)': '41%', 'Median Duration of Response': '54 days'}","Remestemcel-L-rknd (Ryoncil) was approved for SR-aGVHD in pediatric patients. The study included 54 patients with Grade B to D SR-aGVHD, showing an overall response rate of 70% at Day 28. The most common adverse reactions were viral and bacterial infections. The recommended dose is 2 X 10^6 MSC/kg body weight per infusion given twice a week for 4 weeks.",Efficacy and
page_60.txt,Tepotinib (Tepmetko),Metastatic non-small cell lung cancer (NSCLC) harboring MET exon 14 skipping alterations,313,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': {'Treatment-naïve patients': '57% with 40% having DOR ≥12 months', 'Previously treated patients': '45% with 36% having DOR ≥12 months'}, 'DOR': 'Duration of response was assessed'}","FDA approved tepotinib (Tepmetko) for adult patients with metastatic non-small cell lung cancer harboring MET exon 14 skipping alterations. Efficacy was demonstrated in 313 patients with promising overall response rates and duration of response. Common adverse reactions included edema, nausea, fatigue, and musculoskeletal pain. Tepotinib showed significant efficacy in both treatment-naïve and previously treated patients.","In a study of 313 patients with metastatic NSCLC and MET exon skipping alterations, treatment with tepotinib 450 mg once daily showed efficacy in terms of ORR and DOR. Among treatment-naïve patients, the ORR was 57% with 40% of responders having a DOR ≥12 months. Among previously treated patients, the ORR was 45% with 36% of responders having a DOR ≥12 months. Overall survival (OS) and progression-free survival (PFS) data were not provided in the summary."
page_61.txt,Irinotecan liposome (Onivyde),Metastatic pancreatic adenocarcinoma,770,11.1 months,9.2 months,20.70%,7.4 months,5.6 months,32.10%,"{'ORR': {'NALIRIFOX arm': '41.8%', 'Gem+NabP arm': '36.2%'}}","The study evaluated the efficacy of irinotecan liposome in combination with oxaliplatin, fluorouracil, and leucovorin as a first-line treatment for metastatic pancreatic adenocarcinoma. Results showed a significant improvement in overall survival (OS) and progression-free survival (PFS) in the NALIRIFOX arm compared to the Gem+NabP arm, with a 20.7% improvement in OS and a 32.1% improvement in PFS.","In the NAPOLI 3 study, comparing NALIRIFOX to Gem+NabP in metastatic pancreatic adenocarcinoma, NALIRIFOX showed a statistically significant improvement in overall survival (OS) and progression-free survival (PFS). The median OS was 11.1 months with NALIRIFOX compared to 9.2 months with Gem+NabP, and the median PFS was 7.4 months with NALIRIFOX compared to 5.6 months with Gem+NabP. The objective response rate (ORR) was also higher with NALIRIFOX at 41.8% compared to 36.2% with Gem+NabP. These results suggest that NALIRIFOX may be a more effective treatment option for patients with metastatic pancreatic adenocarcinoma who have not received prior chemotherapy in the metastatic setting."
page_62.txt,erdafitinib (Balversa),urothelial carcinoma,266,12.1 months,7.8 months,55.10%,5.6 months,2.7 months,51.90%,"{'ORR': '35.3%', 'DOR': 'Not specified'}","Erdafitinib showed significant improvements in overall survival, progression-free survival, and objective response rate compared to chemotherapy in patients with urothelial carcinoma harboring selected FGFR3 alterations. The median overall survival was 12.1 months with erdafitinib versus 7.8 months with chemotherapy, demonstrating a 55.1% improvement. Median progression-free survival was 5.6 months with erdafitinib versus 2.7 months with chemotherapy, showing a 51.9% improvement. The confirmed objective response rate was 35.3% with erdafitinib. Adverse reactions were manageable with the recommended dosing schedule.","In Study BLC3001 Cohort 1, erdafitinib showed significant improvements in overall survival (OS), progression-free survival (PFS), and objective response rate (ORR) compared to chemotherapy in patients with metastatic urothelial carcinoma (mUC) harboring selected FGFR3 alterations. Median OS was 12.1 months with erdafitinib versus 7.8 months with chemotherapy, median PFS was 5.6 months versus 2.7 months, and ORR was 35.3% versus 8.5%, respectively. These results indicate that erdafitinib is more effective in treating mUC with FGFR3 alterations after prior systemic treatments, including PD-1 or PD-L1 inhibitors."
page_63.txt,Pembrolizumab (Keytruda),Cervical cancer,1060,Data not mature at the time of analysis,Data not mature at the time of analysis,Data not available,PFS hazard ratio (HR) estimate: 0.59,PFS hazard ratio (HR) estimate: 0.91,21% of patients in treatment arm vs. 31% in control arm experienced PFS event,"{'Adverse Reactions': ['Nausea', 'Diarrhea', 'Vomiting', 'Urinary tract infection', 'Fatigue', 'Hypothyroidism', 'Constipation', 'Decreased appetite', 'Weight loss', 'Abdominal pain', 'Pyrexia', 'Hyperthyroidism', 'Dysuria', 'Rash', 'Pelvic pain'], 'Recommended Dosing Regimen': '200 mg IV every 3 weeks or 400 mg IV every 6 weeks until disease progression or for up to 24 months'}","Pembrolizumab with chemoradiotherapy showed a statistically significant improvement in PFS for patients with cervical cancer, particularly in those with FIGO 2014 Stage III-IVA disease. OS data were not mature at the time of analysis. Common adverse reactions included nausea, diarrhea, and fatigue. Recommended dosing regimen is 200 mg IV every 3 weeks or 400 mg IV every 6 weeks.","In the KEYNOTE-A18 study, pembrolizumab showed a statistically significant improvement in progression-free survival (PFS) in patients with cervical cancer who had not received definitive surgery, radiation, or systemic therapy. In the subgroup analysis, patients with FIGO 2014 Stage III-IVA disease had a PFS hazard ratio of 0.59, with 21% of pembrolizumab-treated patients experiencing a PFS event compared to 31% in the placebo arm. However, in patients with FIGO 2014 Stage IB2-IIB disease, the PFS improvement was not significant. Overall survival (OS) data were not mature at the time of PFS analysis. The study demonstrated promising results for PFS in patients with advanced cervical cancer, particularly in those with FIGO 2014 Stage III-IVA disease."
page_64.txt,Enfortumab vedotin-ejfv (Padcev) in combination with pembrolizumab (Keytruda),Locally advanced or metastatic urothelial cancer (la/mUC),886,31.5 months,16.1 months,47%,12.5 months,6.3 months,45%,{},"The study evaluated the efficacy of enfortumab vedotin-ejfv with pembrolizumab in patients with locally advanced or metastatic urothelial cancer. Significant improvements in overall survival (OS) and progression-free survival (PFS) were demonstrated compared to platinum-based chemotherapy, with a 47% improvement in OS and a 45% improvement in PFS. Common adverse reactions were reported, and the FDA approved the application ahead of schedule under Project Orbis.","In the EV-302/KN-A39 study, enfortumab vedotin-ejfv with pembrolizumab showed significant improvements in overall survival (OS) and progression-free survival (PFS) compared to platinum-based chemotherapy in patients with la/mUC. The median OS was 31.5 months with enfortumab vedotin-ejfv with pembrolizumab versus 16.1 months with platinum-based chemotherapy. The median PFS was 12.5 months with enfortumab vedotin-ejfv with pembrolizumab versus 6.3 months with platinum-based chemotherapy. The Hazard ratios were 0.47 for OS and 0.45 for PFS, both statistically significant. Response outcomes were not specified in the provided text."
page_65.txt,Belzutifan (Welireg),Renal Cell Carcinoma (RCC),746,Data immature,Data immature,Data immature,5.6 months,5.6 months,Hazard ratio of 0.75,"{'Adverse Reactions': ['Decreased hemoglobin', 'Fatigue', 'Musculoskeletal pain', 'Increased creatinine', 'Decreased lymphocytes', 'Increased alanine aminotransferase', 'Decreased sodium', 'Increased potassium', 'Increased aspartate aminotransferase']}","Belzutifan showed a statistically significant improvement in progression-free survival compared to everolimus in patients with advanced RCC. Overall survival results were immature at the time of analysis. Belzutifan demonstrated improved tolerability based on patient-reported outcomes. Common adverse reactions included decreased hemoglobin, fatigue, and musculoskeletal pain.","In the LITESPARK-005 study, belzutifan showed a statistically significant improvement in progression-free survival (PFS) compared to everolimus in patients with advanced clear cell RCC. The hazard ratio for PFS was 0.75, with similar median PFS estimates of 5.6 months in both treatment arms. Overall survival (OS) results were immature, but no trend towards a detriment was observed. Belzutifan also demonstrated improved tolerability compared to everolimus based on patient-reported symptom and functional outcomes. Response outcomes such as objective response rate (ORR), duration of response (DOR), complete response (CR), and partial response (PR) were not specifically mentioned in the study results."
